YEAR_op,TIMESTAMP,energyCtr,OldPrice_NonAct,LastCalled
2040,1,12.33,39.99,OldNuke
2040,2,12.33,39.99,OldNuke
2040,3,12.33,39.99,OldNuke
2040,4,12.33,39.99,OldNuke
2040,5,12.33,39.99,OldNuke
2040,6,12.33,39.99,OldNuke
2040,7,12.33,39.99,OldNuke
2040,8,12.33,39.99,OldNuke
2040,9,12.33,39.99,OldNuke
2040,10,12.33,39.99,OldNuke
2040,11,12.33,39.99,OldNuke
2040,12,12.33,39.99,OldNuke
2040,13,12.33,39.99,CCG
2040,14,0.0,0.0,CCG
2040,15,0.0,0.0,CCG
2040,16,12.33,39.99,CCG
2040,17,58.82,190.78,CCG
2040,18,58.82,190.78,IntercoIn
2040,19,58.82,190.78,CCG
2040,20,58.82,190.78,CCG
2040,21,58.82,190.78,IntercoIn
2040,22,58.82,190.78,CCG
2040,23,58.82,190.78,CCG
2040,24,58.82,190.78,IntercoIn
2040,25,58.82,190.78,CCG
2040,26,58.82,190.78,CCG
2040,27,58.82,190.78,CCG
2040,28,58.19,188.73,CCG
2040,29,58.82,190.78,CCG
2040,30,58.82,190.78,IntercoIn
2040,31,58.82,190.78,CCG
2040,32,58.82,190.78,IntercoIn
2040,33,58.82,190.78,IntercoIn
2040,34,58.82,190.78,IntercoIn
2040,35,58.82,190.78,IntercoIn
2040,36,58.82,190.78,CCG
2040,37,58.82,190.78,CCG
2040,38,58.19,188.73,CCG
2040,39,58.19,188.73,CCG
2040,40,58.82,190.78,CCG
2040,41,58.82,190.78,CCG
2040,42,58.82,190.78,IntercoIn
2040,43,58.82,190.78,IntercoIn
2040,44,58.82,190.78,IntercoIn
2040,45,58.82,190.78,IntercoIn
2040,46,58.82,190.78,CCG
2040,47,58.82,190.78,CCG
2040,48,58.82,190.78,CCG
2040,49,58.82,190.78,IntercoIn
2040,50,58.82,190.78,CCG
2040,51,58.82,190.78,CCG
2040,52,58.82,190.78,CCG
2040,53,58.82,190.78,CCG
2040,54,58.82,190.78,IntercoIn
2040,55,58.82,190.78,CCG
2040,56,58.82,190.78,IntercoIn
2040,57,58.82,190.78,IntercoIn
2040,58,58.82,190.78,IntercoIn
2040,59,58.82,190.78,CCG
2040,60,58.82,190.78,CCG
2040,61,58.82,190.78,CCG
2040,62,58.82,190.78,CCG
2040,63,58.82,190.78,CCG
2040,64,58.82,190.78,IntercoIn
2040,65,58.82,190.78,IntercoIn
2040,66,58.82,190.78,IntercoIn
2040,67,58.82,190.78,IntercoIn
2040,68,58.82,190.78,IntercoIn
2040,69,58.82,190.78,IntercoIn
2040,70,58.82,190.78,CCG
2040,71,58.82,190.78,IntercoIn
2040,72,58.82,190.78,IntercoIn
2040,73,58.82,190.78,CCG
2040,74,58.82,190.78,CCG
2040,75,58.82,190.78,CCG
2040,76,58.82,190.78,IntercoIn
2040,77,58.82,190.78,CCG
2040,78,58.82,190.78,CCG
2040,79,58.82,190.78,IntercoIn
2040,80,58.82,190.78,IntercoIn
2040,81,58.82,190.78,IntercoIn
2040,82,58.82,190.78,IntercoIn
2040,83,58.82,190.78,IntercoIn
2040,84,58.82,190.78,IntercoIn
2040,85,58.82,190.78,IntercoIn
2040,86,58.82,190.78,CCG
2040,87,58.82,190.78,CCG
2040,88,58.82,190.78,CCG
2040,89,58.82,190.78,IntercoIn
2040,90,58.82,190.78,IntercoIn
2040,91,58.82,190.78,IntercoIn
2040,92,58.82,190.78,IntercoIn
2040,93,58.82,190.78,IntercoIn
2040,94,58.82,190.78,IntercoIn
2040,95,58.82,190.78,IntercoIn
2040,96,58.82,190.78,IntercoIn
2040,97,58.82,190.78,CCG
2040,98,58.82,190.78,CCG
2040,99,58.82,190.78,IntercoIn
2040,100,58.82,190.78,CCG
2040,101,58.82,190.78,CCG
2040,102,58.82,190.78,IntercoIn
2040,103,58.82,190.78,CCG
2040,104,58.82,190.78,CCG
2040,105,58.82,190.78,IntercoIn
2040,106,58.82,190.78,CCG
2040,107,58.82,190.78,IntercoIn
2040,108,58.82,190.78,CCG
2040,109,58.82,190.78,CCG
2040,110,58.82,190.78,CCG
2040,111,58.82,190.78,CCG
2040,112,58.82,190.78,IntercoIn
2040,113,58.82,190.78,CCG
2040,114,58.82,190.78,IntercoIn
2040,115,58.82,190.78,IntercoIn
2040,116,58.82,190.78,IntercoIn
2040,117,58.82,190.78,IntercoIn
2040,118,58.82,190.78,CCG
2040,119,58.82,190.78,IntercoIn
2040,120,58.82,190.78,IntercoIn
2040,121,58.82,190.78,CCG
2040,122,58.82,190.78,CCG
2040,123,58.82,190.78,CCG
2040,124,58.82,190.78,IntercoIn
2040,125,58.82,190.78,CCG
2040,126,58.82,190.78,CCG
2040,127,58.82,190.78,IntercoIn
2040,128,58.82,190.78,CCG
2040,129,58.82,190.78,IntercoIn
2040,130,58.82,190.78,CCG
2040,131,58.82,190.78,CCG
2040,132,58.82,190.78,IntercoIn
2040,133,58.82,190.78,CCG
2040,134,58.82,190.78,CCG
2040,135,58.82,190.78,CCG
2040,136,58.82,190.78,IntercoIn
2040,137,58.82,190.78,CCG
2040,138,58.82,190.78,IntercoIn
2040,139,58.82,190.78,IntercoIn
2040,140,58.82,190.78,IntercoIn
2040,141,58.82,190.78,IntercoIn
2040,142,58.82,190.78,IntercoIn
2040,143,58.82,190.78,IntercoIn
2040,144,58.82,190.78,IntercoIn
2040,145,58.82,190.78,IntercoIn
2040,146,58.82,190.78,IntercoIn
2040,147,58.82,190.78,CCG
2040,148,58.82,190.78,IntercoIn
2040,149,58.82,190.78,CCG
2040,150,58.82,190.78,IntercoIn
2040,151,58.82,190.78,IntercoIn
2040,152,58.82,190.78,IntercoIn
2040,153,58.82,190.78,IntercoIn
2040,154,58.82,190.78,IntercoIn
2040,155,58.82,190.78,IntercoIn
2040,156,58.82,190.78,IntercoIn
2040,157,58.82,190.78,IntercoIn
2040,158,58.82,190.78,IntercoIn
2040,159,58.82,190.78,IntercoIn
2040,160,58.82,190.78,IntercoIn
2040,161,58.82,190.78,IntercoIn
2040,162,58.82,190.78,IntercoIn
2040,163,58.82,190.78,IntercoIn
2040,164,58.82,190.78,IntercoIn
2040,165,58.82,190.78,IntercoIn
2040,166,58.82,190.78,IntercoIn
2040,167,58.82,190.78,IntercoIn
2040,168,58.82,190.78,IntercoIn
2040,169,58.82,190.78,IntercoIn
2040,170,58.82,190.78,IntercoIn
2040,171,58.82,190.78,IntercoIn
2040,172,58.82,190.78,IntercoIn
2040,173,58.82,190.78,IntercoIn
2040,174,58.82,190.78,IntercoIn
2040,175,58.82,190.78,IntercoIn
2040,176,58.82,190.78,IntercoIn
2040,177,58.82,190.78,IntercoIn
2040,178,58.82,190.78,IntercoIn
2040,179,58.82,190.78,IntercoIn
2040,180,58.82,190.78,IntercoIn
2040,181,58.82,190.78,IntercoIn
2040,182,58.82,190.78,IntercoIn
2040,183,58.82,190.78,IntercoIn
2040,184,58.82,190.78,IntercoIn
2040,185,58.82,190.78,IntercoIn
2040,186,58.82,190.78,IntercoIn
2040,187,58.82,190.78,IntercoIn
2040,188,58.82,190.78,IntercoIn
2040,189,58.82,190.78,IntercoIn
2040,190,58.82,190.78,IntercoIn
2040,191,58.82,190.78,IntercoIn
2040,192,58.82,190.78,IntercoIn
2040,193,58.82,190.78,IntercoIn
2040,194,58.82,190.78,IntercoIn
2040,195,58.82,190.78,IntercoIn
2040,196,58.82,190.78,IntercoIn
2040,197,58.82,190.78,IntercoIn
2040,198,58.82,190.78,IntercoIn
2040,199,58.82,190.78,IntercoIn
2040,200,58.82,190.78,IntercoIn
2040,201,58.82,190.78,IntercoIn
2040,202,58.82,190.78,IntercoIn
2040,203,58.82,190.78,IntercoIn
2040,204,58.82,190.78,IntercoIn
2040,205,58.82,190.78,IntercoIn
2040,206,58.82,190.78,IntercoIn
2040,207,58.82,190.78,IntercoIn
2040,208,58.82,190.78,IntercoIn
2040,209,58.82,190.78,IntercoIn
2040,210,58.82,190.78,IntercoIn
2040,211,58.82,190.78,IntercoIn
2040,212,58.82,190.78,IntercoIn
2040,213,58.82,190.78,IntercoIn
2040,214,58.82,190.78,IntercoIn
2040,215,58.82,190.78,IntercoIn
2040,216,58.82,190.78,IntercoIn
2040,217,58.82,190.78,IntercoIn
2040,218,58.82,190.78,IntercoIn
2040,219,58.82,190.78,IntercoIn
2040,220,58.82,190.78,IntercoIn
2040,221,58.82,190.78,IntercoIn
2040,222,58.82,190.78,IntercoIn
2040,223,58.82,190.78,IntercoIn
2040,224,58.82,190.78,IntercoIn
2040,225,58.82,190.78,IntercoIn
2040,226,58.82,190.78,IntercoIn
2040,227,58.82,190.78,IntercoIn
2040,228,58.82,190.78,IntercoIn
2040,229,58.82,190.78,IntercoIn
2040,230,58.82,190.78,IntercoIn
2040,231,58.82,190.78,IntercoIn
2040,232,58.82,190.78,IntercoIn
2040,233,58.82,190.78,IntercoIn
2040,234,58.82,190.78,IntercoIn
2040,235,58.82,190.78,IntercoIn
2040,236,58.82,190.78,IntercoIn
2040,237,58.82,190.78,IntercoIn
2040,238,58.82,190.78,IntercoIn
2040,239,58.82,190.78,CCG
2040,240,58.82,190.78,IntercoIn
2040,241,58.82,190.78,CCG
2040,242,58.82,190.78,CCG
2040,243,58.82,190.78,CCG
2040,244,58.19,188.73,CCG
2040,245,58.19,188.73,CCG
2040,246,58.82,190.78,CCG
2040,247,58.82,190.78,IntercoIn
2040,248,58.82,190.78,IntercoIn
2040,249,58.82,190.78,IntercoIn
2040,250,58.82,190.78,IntercoIn
2040,251,58.82,190.78,CCG
2040,252,58.82,190.78,IntercoIn
2040,253,58.82,190.78,CCG
2040,254,58.82,190.78,CCG
2040,255,58.82,190.78,CCG
2040,256,58.82,190.78,CCG
2040,257,58.82,190.78,IntercoIn
2040,258,58.82,190.78,IntercoIn
2040,259,58.82,190.78,IntercoIn
2040,260,58.82,190.78,IntercoIn
2040,261,58.82,190.78,IntercoIn
2040,262,58.82,190.78,IntercoIn
2040,263,58.82,190.78,IntercoIn
2040,264,58.82,190.78,IntercoIn
2040,265,58.82,190.78,IntercoIn
2040,266,58.82,190.78,CCG
2040,267,58.82,190.78,CCG
2040,268,58.82,190.78,IntercoIn
2040,269,58.82,190.78,CCG
2040,270,58.82,190.78,CCG
2040,271,58.82,190.78,IntercoIn
2040,272,58.82,190.78,IntercoIn
2040,273,58.82,190.78,IntercoIn
2040,274,58.82,190.78,IntercoIn
2040,275,58.82,190.78,CCG
2040,276,58.82,190.78,CCG
2040,277,58.82,190.78,IntercoIn
2040,278,58.82,190.78,CCG
2040,279,58.82,190.78,CCG
2040,280,58.82,190.78,IntercoIn
2040,281,58.82,190.78,CCG
2040,282,58.82,190.78,IntercoIn
2040,283,58.82,190.78,IntercoIn
2040,284,58.82,190.78,IntercoIn
2040,285,58.82,190.78,IntercoIn
2040,286,58.82,190.78,IntercoIn
2040,287,58.82,190.78,IntercoIn
2040,288,58.82,190.78,IntercoIn
2040,289,58.82,190.78,IntercoIn
2040,290,58.82,190.78,IntercoIn
2040,291,58.82,190.78,IntercoIn
2040,292,58.82,190.78,IntercoIn
2040,293,58.82,190.78,IntercoIn
2040,294,58.82,190.78,IntercoIn
2040,295,58.82,190.78,IntercoIn
2040,296,58.82,190.78,IntercoIn
2040,297,58.82,190.78,IntercoIn
2040,298,58.82,190.78,IntercoIn
2040,299,58.82,190.78,IntercoIn
2040,300,58.82,190.78,IntercoIn
2040,301,58.82,190.78,IntercoIn
2040,302,58.82,190.78,IntercoIn
2040,303,58.82,190.78,CCG
2040,304,58.82,190.78,CCG
2040,305,58.82,190.78,CCG
2040,306,58.82,190.78,IntercoIn
2040,307,58.82,190.78,IntercoIn
